"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"17.11.2019 12:15 - 17.11.2019 12:30","53115","52606"
"17.11.2019 12:30 - 17.11.2019 12:45","52511","52533"
"17.11.2019 12:45 - 17.11.2019 13:00","52342","52322"
"17.11.2019 13:00 - 17.11.2019 13:15","51643","52197"
"17.11.2019 13:15 - 17.11.2019 13:30","51371","51493"
"17.11.2019 13:30 - 17.11.2019 13:45","51034","51287"
"17.11.2019 13:45 - 17.11.2019 14:00","50490","51001"
"17.11.2019 14:00 - 17.11.2019 14:15","50336","51186"
"17.11.2019 14:15 - 17.11.2019 14:30","50007","50868"
"17.11.2019 14:30 - 17.11.2019 14:45","50022","50618"
"17.11.2019 14:45 - 17.11.2019 15:00","50237","50537"
"17.11.2019 15:00 - 17.11.2019 15:15","50219","50790"
"17.11.2019 15:15 - 17.11.2019 15:30","50012","50199"
"17.11.2019 15:30 - 17.11.2019 15:45","50236","50345"
"17.11.2019 15:45 - 17.11.2019 16:00","50350","50611"
"17.11.2019 16:00 - 17.11.2019 16:15","50614","51313"
"17.11.2019 16:15 - 17.11.2019 16:30","50986","51607"
"17.11.2019 16:30 - 17.11.2019 16:45","51804","52713"
"17.11.2019 16:45 - 17.11.2019 17:00","52727","53722"
"17.11.2019 17:00 - 17.11.2019 17:15","54093","55466"
"17.11.2019 17:15 - 17.11.2019 17:30","54897","55858"
"17.11.2019 17:30 - 17.11.2019 17:45","55517","56211"
"17.11.2019 17:45 - 17.11.2019 18:00","55918","56351"
"17.11.2019 18:00 - 17.11.2019 18:15","56365","56656"
"17.11.2019 18:15 - 17.11.2019 18:30","56490","56621"
"17.11.2019 18:30 - 17.11.2019 18:45","56277","56339"
"17.11.2019 18:45 - 17.11.2019 19:00","55923","55798"
"17.11.2019 19:00 - 17.11.2019 19:15","55813","54919"
"17.11.2019 19:15 - 17.11.2019 19:30","55147","54655"
"17.11.2019 19:30 - 17.11.2019 19:45","54935","54229"
"17.11.2019 19:45 - 17.11.2019 20:00","54637","53795"
"17.11.2019 20:00 - 17.11.2019 20:15","54023","53327"
"17.11.2019 20:15 - 17.11.2019 20:30","53357","52240"
"17.11.2019 20:30 - 17.11.2019 20:45","52838","51463"
"17.11.2019 20:45 - 17.11.2019 21:00","52213","51158"
"17.11.2019 21:00 - 17.11.2019 21:15","52020","50744"
"17.11.2019 21:15 - 17.11.2019 21:30","51718","50335"
"17.11.2019 21:30 - 17.11.2019 21:45","51390","50157"
"17.11.2019 21:45 - 17.11.2019 22:00","51550","50274"
"17.11.2019 22:00 - 17.11.2019 22:15","51976","50625"
"17.11.2019 22:15 - 17.11.2019 22:30","51695","50155"
"17.11.2019 22:30 - 17.11.2019 22:45","51076","49384"
"17.11.2019 22:45 - 17.11.2019 23:00","50419","48746"
"17.11.2019 23:00 - 17.11.2019 23:15","49538","47890"
"17.11.2019 23:15 - 17.11.2019 23:30","48816","47266"
"17.11.2019 23:30 - 17.11.2019 23:45","48111","47016"
"17.11.2019 23:45 - 18.11.2019 00:00","47553","46318"
"18.11.2019 00:00 - 18.11.2019 00:15","46745","45106"
"18.11.2019 00:15 - 18.11.2019 00:30","46279","44653"
"18.11.2019 00:30 - 18.11.2019 00:45","45896","44105"
"18.11.2019 00:45 - 18.11.2019 01:00","45454","43493"
"18.11.2019 01:00 - 18.11.2019 01:15","44987","43036"
"18.11.2019 01:15 - 18.11.2019 01:30","44675","42721"
"18.11.2019 01:30 - 18.11.2019 01:45","44440","42462"
"18.11.2019 01:45 - 18.11.2019 02:00","44348","42530"
"18.11.2019 02:00 - 18.11.2019 02:15","44171","42652"
"18.11.2019 02:15 - 18.11.2019 02:30","44161","42598"
"18.11.2019 02:30 - 18.11.2019 02:45","44232","42680"
"18.11.2019 02:45 - 18.11.2019 03:00","44287","42860"
"18.11.2019 03:00 - 18.11.2019 03:15","44411","42685"
"18.11.2019 03:15 - 18.11.2019 03:30","44499","42756"
"18.11.2019 03:30 - 18.11.2019 03:45","44658","42996"
"18.11.2019 03:45 - 18.11.2019 04:00","44981","43074"
"18.11.2019 04:00 - 18.11.2019 04:15","45796","43802"
"18.11.2019 04:15 - 18.11.2019 04:30","46220","44091"
"18.11.2019 04:30 - 18.11.2019 04:45","46748","44716"
"18.11.2019 04:45 - 18.11.2019 05:00","47288","45232"
"18.11.2019 05:00 - 18.11.2019 05:15","48632","46482"
"18.11.2019 05:15 - 18.11.2019 05:30","49440","47629"
"18.11.2019 05:30 - 18.11.2019 05:45","50736","49005"
"18.11.2019 05:45 - 18.11.2019 06:00","52287","50892"
"18.11.2019 06:00 - 18.11.2019 06:15","55288","54788"
"18.11.2019 06:15 - 18.11.2019 06:30","57791","57429"
"18.11.2019 06:30 - 18.11.2019 06:45","59751","59406"
"18.11.2019 06:45 - 18.11.2019 07:00","61651","61226"
"18.11.2019 07:00 - 18.11.2019 07:15","63610","62923"
"18.11.2019 07:15 - 18.11.2019 07:30","64650","63999"
"18.11.2019 07:30 - 18.11.2019 07:45","65160","64519"
"18.11.2019 07:45 - 18.11.2019 08:00","65961","64998"
"18.11.2019 08:00 - 18.11.2019 08:15","66712","65913"
"18.11.2019 08:15 - 18.11.2019 08:30","67115","66475"
"18.11.2019 08:30 - 18.11.2019 08:45","67477","66614"
"18.11.2019 08:45 - 18.11.2019 09:00","67642","66612"
"18.11.2019 09:00 - 18.11.2019 09:15","67513","66561"
"18.11.2019 09:15 - 18.11.2019 09:30","67753","67335"
"18.11.2019 09:30 - 18.11.2019 09:45","68021","67938"
"18.11.2019 09:45 - 18.11.2019 10:00","68342","68112"
"18.11.2019 10:00 - 18.11.2019 10:15","68396","68366"
"18.11.2019 10:15 - 18.11.2019 10:30","68650","68690"
"18.11.2019 10:30 - 18.11.2019 10:45","68769","68890"
"18.11.2019 10:45 - 18.11.2019 11:00","69004","69106"
"18.11.2019 11:00 - 18.11.2019 11:15","69051","69217"
"18.11.2019 11:15 - 18.11.2019 11:30","69390","69326"
"18.11.2019 11:30 - 18.11.2019 11:45","69632","69320"
"18.11.2019 11:45 - 18.11.2019 12:00","70211","69101"
"18.11.2019 12:00 - 18.11.2019 12:15","69004","68798"
"18.11.2019 12:15 - 18.11.2019 12:30","68932","68702"
"18.11.2019 12:30 - 18.11.2019 12:45","68856","69205"
"18.11.2019 12:45 - 18.11.2019 13:00","68804","69420"
"18.11.2019 13:00 - 18.11.2019 13:15","69027","69235"
"18.11.2019 13:15 - 18.11.2019 13:30","68636","69174"
"18.11.2019 13:30 - 18.11.2019 13:45","68352","69225"
"18.11.2019 13:45 - 18.11.2019 14:00","67905","68673"
"18.11.2019 14:00 - 18.11.2019 14:15","67757","68426"
"18.11.2019 14:15 - 18.11.2019 14:30","67624","68366"
"18.11.2019 14:30 - 18.11.2019 14:45","67370","68025"
"18.11.2019 14:45 - 18.11.2019 15:00","67127","67901"
"18.11.2019 15:00 - 18.11.2019 15:15","65661","67217"
"18.11.2019 15:15 - 18.11.2019 15:30","67231","67239"
"18.11.2019 15:30 - 18.11.2019 15:45","67215","67207"
"18.11.2019 15:45 - 18.11.2019 16:00","66908","67327"
"18.11.2019 16:00 - 18.11.2019 16:15","67244","67063"
"18.11.2019 16:15 - 18.11.2019 16:30","66164","67256"
"18.11.2019 16:30 - 18.11.2019 16:45","64515","67654"
"18.11.2019 16:45 - 18.11.2019 17:00","65062","68169"
"18.11.2019 17:00 - 18.11.2019 17:15","66007","68954"
"18.11.2019 17:15 - 18.11.2019 17:30","66486","69663"
"18.11.2019 17:30 - 18.11.2019 17:45","66909","69986"
"18.11.2019 17:45 - 18.11.2019 18:00","67000","70079"
"18.11.2019 18:00 - 18.11.2019 18:15","66831","69903"
"18.11.2019 18:15 - 18.11.2019 18:30","66653","69822"
"18.11.2019 18:30 - 18.11.2019 18:45","66579","70153"
"18.11.2019 18:45 - 18.11.2019 19:00","66559","69946"
"18.11.2019 19:00 - 18.11.2019 19:15","66327","69449"
"18.11.2019 19:15 - 18.11.2019 19:30","65745","69188"
"18.11.2019 19:30 - 18.11.2019 19:45","65318","69102"
"18.11.2019 19:45 - 18.11.2019 20:00","65053","68462"
"18.11.2019 20:00 - 18.11.2019 20:15","64213","66779"
"18.11.2019 20:15 - 18.11.2019 20:30","63352","65499"
"18.11.2019 20:30 - 18.11.2019 20:45","62806","64759"
"18.11.2019 20:45 - 18.11.2019 21:00","62238","63995"
"18.11.2019 21:00 - 18.11.2019 21:15","61896","62705"
"18.11.2019 21:15 - 18.11.2019 21:30","61197","62057"
"18.11.2019 21:30 - 18.11.2019 21:45","61148","61360"
"18.11.2019 21:45 - 18.11.2019 22:00","59802","60696"
"18.11.2019 22:00 - 18.11.2019 22:15","59597","59743"
"18.11.2019 22:15 - 18.11.2019 22:30","58832","58723"
"18.11.2019 22:30 - 18.11.2019 22:45","57713","57906"
"18.11.2019 22:45 - 18.11.2019 23:00","56663","57131"
"18.11.2019 23:00 - 18.11.2019 23:15","55203","56064"
"18.11.2019 23:15 - 18.11.2019 23:30","54244","55058"
"18.11.2019 23:30 - 18.11.2019 23:45","53308","54020"
"18.11.2019 23:45 - 19.11.2019 00:00","52634","53578"
"19.11.2019 00:00 - 19.11.2019 00:15","52758","52472"
"19.11.2019 00:15 - 19.11.2019 00:30","52254","51907"
"19.11.2019 00:30 - 19.11.2019 00:45","51711","51400"
"19.11.2019 00:45 - 19.11.2019 01:00","51328","51289"
"19.11.2019 01:00 - 19.11.2019 01:15","50537","50965"
"19.11.2019 01:15 - 19.11.2019 01:30","50016","50439"
"19.11.2019 01:30 - 19.11.2019 01:45","49845","50611"
"19.11.2019 01:45 - 19.11.2019 02:00","49679","50476"
"19.11.2019 02:00 - 19.11.2019 02:15","49240","50050"
"19.11.2019 02:15 - 19.11.2019 02:30","49212","49693"
"19.11.2019 02:30 - 19.11.2019 02:45","49220","49709"
"19.11.2019 02:45 - 19.11.2019 03:00","49274","49988"
"19.11.2019 03:00 - 19.11.2019 03:15","49461","50427"
"19.11.2019 03:15 - 19.11.2019 03:30","49536","50208"
"19.11.2019 03:30 - 19.11.2019 03:45","49642","50326"
"19.11.2019 03:45 - 19.11.2019 04:00","49896","50719"
"19.11.2019 04:00 - 19.11.2019 04:15","50461","51255"
"19.11.2019 04:15 - 19.11.2019 04:30","50900","51523"
"19.11.2019 04:30 - 19.11.2019 04:45","51297","51869"
"19.11.2019 04:45 - 19.11.2019 05:00","51658","52576"
"19.11.2019 05:00 - 19.11.2019 05:15","52915","54224"
"19.11.2019 05:15 - 19.11.2019 05:30","53795","54982"
"19.11.2019 05:30 - 19.11.2019 05:45","54865","55889"
"19.11.2019 05:45 - 19.11.2019 06:00","56238","57284"
"19.11.2019 06:00 - 19.11.2019 06:15","58917","60465"
"19.11.2019 06:15 - 19.11.2019 06:30","60883","62344"
"19.11.2019 06:30 - 19.11.2019 06:45","62776","64307"
"19.11.2019 06:45 - 19.11.2019 07:00","64247","65612"
"19.11.2019 07:00 - 19.11.2019 07:15","66088","67560"
"19.11.2019 07:15 - 19.11.2019 07:30","67099","68734"
"19.11.2019 07:30 - 19.11.2019 07:45","67577","69556"
"19.11.2019 07:45 - 19.11.2019 08:00","68210","70489"
"19.11.2019 08:00 - 19.11.2019 08:15","68769","71121"
"19.11.2019 08:15 - 19.11.2019 08:30","69153","71281"
"19.11.2019 08:30 - 19.11.2019 08:45","69404","71499"
"19.11.2019 08:45 - 19.11.2019 09:00","69521","71619"
"19.11.2019 09:00 - 19.11.2019 09:15","69288","71936"
"19.11.2019 09:15 - 19.11.2019 09:30","69606","71473"
"19.11.2019 09:30 - 19.11.2019 09:45","69760","71539"
"19.11.2019 09:45 - 19.11.2019 10:00","69945","71599"
"19.11.2019 10:00 - 19.11.2019 10:15","70038","70763"
"19.11.2019 10:15 - 19.11.2019 10:30","70299","71107"
"19.11.2019 10:30 - 19.11.2019 10:45","70526","71070"
"19.11.2019 10:45 - 19.11.2019 11:00","70744","70985"
"19.11.2019 11:00 - 19.11.2019 11:15","70795","71309"
"19.11.2019 11:15 - 19.11.2019 11:30","71160","71723"
"19.11.2019 11:30 - 19.11.2019 11:45","71359","71718"
"19.11.2019 11:45 - 19.11.2019 12:00","71348","71578"
"19.11.2019 12:00 - 19.11.2019 12:15","70778","71600"
"19.11.2019 12:15 - 19.11.2019 12:30","70625","71143"
"19.11.2019 12:30 - 19.11.2019 12:45","70637","70967"
"19.11.2019 12:45 - 19.11.2019 13:00","70582","70643"
"19.11.2019 13:00 - 19.11.2019 13:15","70659","70792"
"19.11.2019 13:15 - 19.11.2019 13:30","70528","70784"
"19.11.2019 13:30 - 19.11.2019 13:45","70218","70020"
"19.11.2019 13:45 - 19.11.2019 14:00","69763","69341"
"19.11.2019 14:00 - 19.11.2019 14:15","69736","69431"
"19.11.2019 14:15 - 19.11.2019 14:30","69718","69099"
"19.11.2019 14:30 - 19.11.2019 14:45","69511","68451"
"19.11.2019 14:45 - 19.11.2019 15:00","69420","68104"
"19.11.2019 15:00 - 19.11.2019 15:15","69485","67876"
"19.11.2019 15:15 - 19.11.2019 15:30","69248","66989"
"19.11.2019 15:30 - 19.11.2019 15:45","68976","66782"
"19.11.2019 15:45 - 19.11.2019 16:00","68771","66200"
"19.11.2019 16:00 - 19.11.2019 16:15","68972","66589"
"19.11.2019 16:15 - 19.11.2019 16:30","69116","66907"
"19.11.2019 16:30 - 19.11.2019 16:45","69655","67548"
"19.11.2019 16:45 - 19.11.2019 17:00","70262","68005"
"19.11.2019 17:00 - 19.11.2019 17:15","71401","68809"
"19.11.2019 17:15 - 19.11.2019 17:30","71853","69548"
"19.11.2019 17:30 - 19.11.2019 17:45","72160","69908"
"19.11.2019 17:45 - 19.11.2019 18:00","72212","69905"
"19.11.2019 18:00 - 19.11.2019 18:15","72099","68954"
"19.11.2019 18:15 - 19.11.2019 18:30","71797","68583"
"19.11.2019 18:30 - 19.11.2019 18:45","71548","68183"
"19.11.2019 18:45 - 19.11.2019 19:00","71410","67933"
"19.11.2019 19:00 - 19.11.2019 19:15","71239","67435"
"19.11.2019 19:15 - 19.11.2019 19:30","70329","66897"
"19.11.2019 19:30 - 19.11.2019 19:45","69603","66460"
"19.11.2019 19:45 - 19.11.2019 20:00","68882","65509"
"19.11.2019 20:00 - 19.11.2019 20:15","67939","64772"
"19.11.2019 20:15 - 19.11.2019 20:30","66762","63789"
"19.11.2019 20:30 - 19.11.2019 20:45","65980","62780"
"19.11.2019 20:45 - 19.11.2019 21:00","64959","61757"
"19.11.2019 21:00 - 19.11.2019 21:15","64065","60979"
"19.11.2019 21:15 - 19.11.2019 21:30","63329","60117"
"19.11.2019 21:30 - 19.11.2019 21:45","62399","59262"
"19.11.2019 21:45 - 19.11.2019 22:00","61555","58302"
"19.11.2019 22:00 - 19.11.2019 22:15","61238","58092"
"19.11.2019 22:15 - 19.11.2019 22:30","60378","57336"
"19.11.2019 22:30 - 19.11.2019 22:45","59341","56344"
"19.11.2019 22:45 - 19.11.2019 23:00","58350","55212"
"19.11.2019 23:00 - 19.11.2019 23:15","57033","53865"
"19.11.2019 23:15 - 19.11.2019 23:30","56089","53190"
"19.11.2019 23:30 - 19.11.2019 23:45","55179","52529"
"19.11.2019 23:45 - 20.11.2019 00:00","54579","51615"
"20.11.2019 00:00 - 20.11.2019 00:15","52994","51010"
"20.11.2019 00:15 - 20.11.2019 00:30","52031","50422"
"20.11.2019 00:30 - 20.11.2019 00:45","51638","49922"
"20.11.2019 00:45 - 20.11.2019 01:00","50965","49336"
"20.11.2019 01:00 - 20.11.2019 01:15","50288","48660"
"20.11.2019 01:15 - 20.11.2019 01:30","49887","48268"
"20.11.2019 01:30 - 20.11.2019 01:45","49838","47837"
"20.11.2019 01:45 - 20.11.2019 02:00","49698","47822"
"20.11.2019 02:00 - 20.11.2019 02:15","49233","47429"
"20.11.2019 02:15 - 20.11.2019 02:30","49236","47488"
"20.11.2019 02:30 - 20.11.2019 02:45","49141","47452"
"20.11.2019 02:45 - 20.11.2019 03:00","49256","47403"
"20.11.2019 03:00 - 20.11.2019 03:15","49376","47702"
"20.11.2019 03:15 - 20.11.2019 03:30","49455","47663"
"20.11.2019 03:30 - 20.11.2019 03:45","49436","47783"
"20.11.2019 03:45 - 20.11.2019 04:00","49767","48105"
"20.11.2019 04:00 - 20.11.2019 04:15","50282","48377"
"20.11.2019 04:15 - 20.11.2019 04:30","50617","48753"
"20.11.2019 04:30 - 20.11.2019 04:45","51108","48892"
"20.11.2019 04:45 - 20.11.2019 05:00","51861","49531"
"20.11.2019 05:00 - 20.11.2019 05:15","52988","50335"
"20.11.2019 05:15 - 20.11.2019 05:30","53635","50945"
"20.11.2019 05:30 - 20.11.2019 05:45","54508","52004"
"20.11.2019 05:45 - 20.11.2019 06:00","56009","53135"
"20.11.2019 06:00 - 20.11.2019 06:15","58656","55887"
"20.11.2019 06:15 - 20.11.2019 06:30","60708","57814"
"20.11.2019 06:30 - 20.11.2019 06:45","62588","59581"
"20.11.2019 06:45 - 20.11.2019 07:00","63668","61098"
"20.11.2019 07:00 - 20.11.2019 07:15","66028","62879"
"20.11.2019 07:15 - 20.11.2019 07:30","66765","64117"
"20.11.2019 07:30 - 20.11.2019 07:45","66566","64704"
"20.11.2019 07:45 - 20.11.2019 08:00","67078","65368"
"20.11.2019 08:00 - 20.11.2019 08:15","67632","65956"
"20.11.2019 08:15 - 20.11.2019 08:30","67940","66274"
"20.11.2019 08:30 - 20.11.2019 08:45","68097","66733"
"20.11.2019 08:45 - 20.11.2019 09:00","68195","66763"
"20.11.2019 09:00 - 20.11.2019 09:15","67524","66601"
"20.11.2019 09:15 - 20.11.2019 09:30","67902","66753"
"20.11.2019 09:30 - 20.11.2019 09:45","68129","67308"
"20.11.2019 09:45 - 20.11.2019 10:00","68240","67526"
"20.11.2019 10:00 - 20.11.2019 10:15","68163","67496"
"20.11.2019 10:15 - 20.11.2019 10:30","68570","67516"
"20.11.2019 10:30 - 20.11.2019 10:45","68931","67823"
"20.11.2019 10:45 - 20.11.2019 11:00","69132","68043"
"20.11.2019 11:00 - 20.11.2019 11:15","69054","68495"
"20.11.2019 11:15 - 20.11.2019 11:30","69274","68497"
"20.11.2019 11:30 - 20.11.2019 11:45","69642","68594"
"20.11.2019 11:45 - 20.11.2019 12:00","69562","68500"
"20.11.2019 12:00 - 20.11.2019 12:15","69150","68450"
"20.11.2019 12:15 - 20.11.2019 12:30","68796","68225"
"20.11.2019 12:30 - 20.11.2019 12:45","68726","68025"
"20.11.2019 12:45 - 20.11.2019 13:00","69108","68025"
"20.11.2019 13:00 - 20.11.2019 13:15","69340","68134"
"20.11.2019 13:15 - 20.11.2019 13:30","69041","67804"
"20.11.2019 13:30 - 20.11.2019 13:45","68535","67527"
"20.11.2019 13:45 - 20.11.2019 14:00","68270","67061"
"20.11.2019 14:00 - 20.11.2019 14:15","68181","66422"
"20.11.2019 14:15 - 20.11.2019 14:30","68120","66299"
"20.11.2019 14:30 - 20.11.2019 14:45","67922","66460"
"20.11.2019 14:45 - 20.11.2019 15:00","67962","66596"
"20.11.2019 15:00 - 20.11.2019 15:15","68298","66456"
"20.11.2019 15:15 - 20.11.2019 15:30","68115","66358"
"20.11.2019 15:30 - 20.11.2019 15:45","67845","66191"
"20.11.2019 15:45 - 20.11.2019 16:00","67940","65837"
"20.11.2019 16:00 - 20.11.2019 16:15","68123","66042"
"20.11.2019 16:15 - 20.11.2019 16:30","68241","66312"
"20.11.2019 16:30 - 20.11.2019 16:45","68745","66891"
"20.11.2019 16:45 - 20.11.2019 17:00","69468","67461"
"20.11.2019 17:00 - 20.11.2019 17:15","70258","68063"
"20.11.2019 17:15 - 20.11.2019 17:30","70856","68457"
"20.11.2019 17:30 - 20.11.2019 17:45","71212","68349"
"20.11.2019 17:45 - 20.11.2019 18:00","71321","68144"
"20.11.2019 18:00 - 20.11.2019 18:15","71045","67891"
"20.11.2019 18:15 - 20.11.2019 18:30","70837","67687"
"20.11.2019 18:30 - 20.11.2019 18:45","70360","67589"
"20.11.2019 18:45 - 20.11.2019 19:00","69984","67463"
"20.11.2019 19:00 - 20.11.2019 19:15","69974","67096"
"20.11.2019 19:15 - 20.11.2019 19:30","69082","66621"
"20.11.2019 19:30 - 20.11.2019 19:45","68544","65935"
"20.11.2019 19:45 - 20.11.2019 20:00","67834","65201"
"20.11.2019 20:00 - 20.11.2019 20:15","66670","64217"
"20.11.2019 20:15 - 20.11.2019 20:30","65620","63237"
"20.11.2019 20:30 - 20.11.2019 20:45","64874","62302"
"20.11.2019 20:45 - 20.11.2019 21:00","63760","61454"
"20.11.2019 21:00 - 20.11.2019 21:15","63020","60615"
"20.11.2019 21:15 - 20.11.2019 21:30","62483","60110"
"20.11.2019 21:30 - 20.11.2019 21:45","61457","59279"
"20.11.2019 21:45 - 20.11.2019 22:00","60913","58634"
"20.11.2019 22:00 - 20.11.2019 22:15","60515","58161"
"20.11.2019 22:15 - 20.11.2019 22:30","59834","57412"
"20.11.2019 22:30 - 20.11.2019 22:45","59201","56415"
"20.11.2019 22:45 - 20.11.2019 23:00","58057","55453"
"20.11.2019 23:00 - 20.11.2019 23:15","56684","54304"
"20.11.2019 23:15 - 20.11.2019 23:30","55890","53355"
"20.11.2019 23:30 - 20.11.2019 23:45","55177","52509"
"20.11.2019 23:45 - 21.11.2019 00:00","54505","51982"
"21.11.2019 00:00 - 21.11.2019 00:15","51685","51097"
"21.11.2019 00:15 - 21.11.2019 00:30","50881","50594"
"21.11.2019 00:30 - 21.11.2019 00:45","50428","50145"
"21.11.2019 00:45 - 21.11.2019 01:00","50097","49726"
"21.11.2019 01:00 - 21.11.2019 01:15","49367","49281"
"21.11.2019 01:15 - 21.11.2019 01:30","48911","48970"
"21.11.2019 01:30 - 21.11.2019 01:45","48657","48844"
"21.11.2019 01:45 - 21.11.2019 02:00","48351","48599"
"21.11.2019 02:00 - 21.11.2019 02:15","47916","48003"
"21.11.2019 02:15 - 21.11.2019 02:30","48149","48081"
"21.11.2019 02:30 - 21.11.2019 02:45","48164","48255"
"21.11.2019 02:45 - 21.11.2019 03:00","48201","48369"
"21.11.2019 03:00 - 21.11.2019 03:15","48392","48613"
"21.11.2019 03:15 - 21.11.2019 03:30","48593","48829"
"21.11.2019 03:30 - 21.11.2019 03:45","48639","48872"
"21.11.2019 03:45 - 21.11.2019 04:00","48815","48725"
"21.11.2019 04:00 - 21.11.2019 04:15","49299","49357"
"21.11.2019 04:15 - 21.11.2019 04:30","49743","49666"
"21.11.2019 04:30 - 21.11.2019 04:45","50038","49953"
"21.11.2019 04:45 - 21.11.2019 05:00","50663","50418"
"21.11.2019 05:00 - 21.11.2019 05:15","51908","51704"
"21.11.2019 05:15 - 21.11.2019 05:30","52433","52471"
"21.11.2019 05:30 - 21.11.2019 05:45","53483","53477"
"21.11.2019 05:45 - 21.11.2019 06:00","54698","54935"
"21.11.2019 06:00 - 21.11.2019 06:15","57421","57552"
"21.11.2019 06:15 - 21.11.2019 06:30","59563","59637"
"21.11.2019 06:30 - 21.11.2019 06:45","61423","61381"
"21.11.2019 06:45 - 21.11.2019 07:00","62990","62819"
"21.11.2019 07:00 - 21.11.2019 07:15","64804","64326"
"21.11.2019 07:15 - 21.11.2019 07:30","65576","65094"
"21.11.2019 07:30 - 21.11.2019 07:45","67344","65722"
"21.11.2019 07:45 - 21.11.2019 08:00","67722","66143"
"21.11.2019 08:00 - 21.11.2019 08:15","68109","67019"
"21.11.2019 08:15 - 21.11.2019 08:30","68743","67356"
"21.11.2019 08:30 - 21.11.2019 08:45","68674","67534"
"21.11.2019 08:45 - 21.11.2019 09:00","69068","67496"
"21.11.2019 09:00 - 21.11.2019 09:15","68400","67281"
"21.11.2019 09:15 - 21.11.2019 09:30","68681","67525"
"21.11.2019 09:30 - 21.11.2019 09:45","68937","67854"
"21.11.2019 09:45 - 21.11.2019 10:00","68913","67907"
"21.11.2019 10:00 - 21.11.2019 10:15","68643","68104"
"21.11.2019 10:15 - 21.11.2019 10:30","68716","68056"
"21.11.2019 10:30 - 21.11.2019 10:45","68848","68105"
"21.11.2019 10:45 - 21.11.2019 11:00","69014","68369"
"21.11.2019 11:00 - 21.11.2019 11:15","69212","68472"
"21.11.2019 11:15 - 21.11.2019 11:30","69256","68512"
"21.11.2019 11:30 - 21.11.2019 11:45","69264","68538"
"21.11.2019 11:45 - 21.11.2019 12:00","69565","68402"
"21.11.2019 12:00 - 21.11.2019 12:15","69271","68177"
"21.11.2019 12:15 - 21.11.2019 12:30","69086","67846"
"21.11.2019 12:30 - 21.11.2019 12:45","68837","67715"
"21.11.2019 12:45 - 21.11.2019 13:00","68915","67636"
"21.11.2019 13:00 - 21.11.2019 13:15","68864","67947"
"21.11.2019 13:15 - 21.11.2019 13:30","69044","67860"
"21.11.2019 13:30 - 21.11.2019 13:45","68505","67610"
"21.11.2019 13:45 - 21.11.2019 14:00","67890","67036"
"21.11.2019 14:00 - 21.11.2019 14:15","67838","66725"
"21.11.2019 14:15 - 21.11.2019 14:30","67609","66721"
"21.11.2019 14:30 - 21.11.2019 14:45","67499","66460"
"21.11.2019 14:45 - 21.11.2019 15:00","67662","66196"
"21.11.2019 15:00 - 21.11.2019 15:15","67572","66307"
"21.11.2019 15:15 - 21.11.2019 15:30","67376","66232"
"21.11.2019 15:30 - 21.11.2019 15:45","67452","66314"
"21.11.2019 15:45 - 21.11.2019 16:00","67052","66153"
"21.11.2019 16:00 - 21.11.2019 16:15","67279","66418"
"21.11.2019 16:15 - 21.11.2019 16:30","67492","66869"
"21.11.2019 16:30 - 21.11.2019 16:45","67861","67524"
"21.11.2019 16:45 - 21.11.2019 17:00","68479","68396"
"21.11.2019 17:00 - 21.11.2019 17:15","69527","69054"
"21.11.2019 17:15 - 21.11.2019 17:30","69890","69345"
"21.11.2019 17:30 - 21.11.2019 17:45","70137","69436"
"21.11.2019 17:45 - 21.11.2019 18:00","70200","69622"
"21.11.2019 18:00 - 21.11.2019 18:15","69951","69188"
"21.11.2019 18:15 - 21.11.2019 18:30","69718","68966"
"21.11.2019 18:30 - 21.11.2019 18:45","69552","68720"
"21.11.2019 18:45 - 21.11.2019 19:00","69205","68304"
"21.11.2019 19:00 - 21.11.2019 19:15","68848","67785"
"21.11.2019 19:15 - 21.11.2019 19:30","68164","67184"
"21.11.2019 19:30 - 21.11.2019 19:45","67597","66733"
"21.11.2019 19:45 - 21.11.2019 20:00","66903","66417"
"21.11.2019 20:00 - 21.11.2019 20:15","65628","65399"
"21.11.2019 20:15 - 21.11.2019 20:30","64519","64301"
"21.11.2019 20:30 - 21.11.2019 20:45","63616","63131"
"21.11.2019 20:45 - 21.11.2019 21:00","62751","62203"
"21.11.2019 21:00 - 21.11.2019 21:15","61869","61415"
"21.11.2019 21:15 - 21.11.2019 21:30","61378","60979"
"21.11.2019 21:30 - 21.11.2019 21:45","60386","60234"
"21.11.2019 21:45 - 21.11.2019 22:00","59759","59248"
"21.11.2019 22:00 - 21.11.2019 22:15","59408","58678"
"21.11.2019 22:15 - 21.11.2019 22:30","58786","58192"
"21.11.2019 22:30 - 21.11.2019 22:45","57755","57127"
"21.11.2019 22:45 - 21.11.2019 23:00","56822","56299"
"21.11.2019 23:00 - 21.11.2019 23:15","55598","55500"
"21.11.2019 23:15 - 21.11.2019 23:30","54569","54507"
"21.11.2019 23:30 - 21.11.2019 23:45","53772","53541"
"21.11.2019 23:45 - 22.11.2019 00:00","53148","52943"
"22.11.2019 00:00 - 22.11.2019 00:15","51953","51827"
"22.11.2019 00:15 - 22.11.2019 00:30","51146","51205"
"22.11.2019 00:30 - 22.11.2019 00:45","50673","50956"
"22.11.2019 00:45 - 22.11.2019 01:00","50300","50564"
